geneName,logFC,adj.P.Val,significance
LASP1,1.8071266663999834,7.956187119267634e-25,UP Significant
HDAC5,1.6987118011166071,8.352689743063425e-25,UP Significant
TMEM209,1.3918206439521705,8.605859488961474e-25,UP Significant
CMTR1,1.1308073865373713,8.709484829564237e-25,UP Significant
CDC123,1.261717560193342,9.01467239875942e-25,UP Significant
SRPK1,1.5027180963904638,9.152317585455998e-25,UP Significant
PDIA3P1,1.3868770032626712,9.33670544434055e-25,UP Significant
GDI1,1.2677517034115073,9.49769123823163e-25,UP Significant
ZFR,1.1773358158653582,9.713811178956327e-25,UP Significant
TTC27,1.0174088237610095,9.940100768146435e-25,UP Significant
CASC3,1.7360279387105098,9.940100768146435e-25,UP Significant
BRAT1,1.1119246846364388,9.966901215199682e-25,UP Significant
CCDC137,1.3363949389018415,1.0272349995439077e-24,UP Significant
BROX,1.298948320580251,1.0404947232461095e-24,UP Significant
MRPL30,1.0109578485699098,1.0419897300046365e-24,UP Significant
UTP6,1.2836531304344567,1.141649867673916e-24,UP Significant
MIR4435-2HG,2.4334598123365176,1.1526257003506359e-24,UP Significant
PYCR2,1.5634691071806266,1.1863513151560014e-24,UP Significant
ALYREF,1.6494855979218248,1.2395128230766248e-24,UP Significant
TSEN54,1.6980234799418725,1.2926693232757627e-24,UP Significant
GLMP,1.9857092187612402,1.2926693232757627e-24,UP Significant
GMPS,1.4874911010224992,1.298356570490658e-24,UP Significant
PPP6R1,1.4769794457383916,1.3059826313886836e-24,UP Significant
BIRC5,2.7187705379270604,1.3575866951758646e-24,UP Significant
TMEM115,1.1737233779673568,1.3575866951758646e-24,UP Significant
UXS1,1.7960795803465963,1.3813288188240275e-24,UP Significant
SNTA1,1.1399682569038991,1.3875799740089642e-24,UP Significant
ADCK2,1.4240900831454169,1.4769778810793615e-24,UP Significant
TMEM106C,2.0919395844653312,1.4934845057836568e-24,UP Significant
ACBD6,1.6447780040541753,1.7854069449445867e-24,UP Significant
UBAP2L,1.998872504136246,1.8420137458304993e-24,UP Significant
ABCF2,1.2426794477420053,1.937551601162166e-24,UP Significant
NUP155,1.3278197159840968,2.0222432437694514e-24,UP Significant
C11orf68,1.112683064679703,2.0846046147635577e-24,UP Significant
DCTN4,1.133605079312201,2.0970494881443176e-24,UP Significant
ERVK3-1,1.1194320772071582,2.13958930099745e-24,UP Significant
KXD1,1.055988222325552,2.13958930099745e-24,UP Significant
TMEM39A,1.0577431759916287,2.1494012644454373e-24,UP Significant
CLTA,1.233498615770082,2.222878852698901e-24,UP Significant
UBE2Z,1.412947763989639,2.251678425721292e-24,UP Significant
HDAC11,1.9625158840412553,2.251678425721292e-24,UP Significant
PHB,1.2384072079586899,2.3261382774318084e-24,UP Significant
CYBC1,1.468129298082729,2.351963090579779e-24,UP Significant
SLC39A13,1.3174358599107805,2.3908605287796043e-24,UP Significant
POLR3F,1.2441257408138073,2.461071852444532e-24,UP Significant
CD5L,-3.5251021077089284,2.477188764162533e-24,DOWN Significant
LYRM2,1.3545082217420488,2.9020740745431093e-24,UP Significant
METTL5,1.1789825232398856,2.9020740745431093e-24,UP Significant
MAP2K2,1.2236626755844817,2.9020740745431093e-24,UP Significant
USF1,1.396689043493185,2.9373244370315782e-24,UP Significant
THEM4,1.5487480972594199,3.0376621216542223e-24,UP Significant
RNASEH2A,2.1196533219116622,3.2521599939124814e-24,UP Significant
NABP2,1.6497853372777902,3.3309131495443536e-24,UP Significant
C17orf80,1.225118799374533,3.374221437500068e-24,UP Significant
DESI2,1.4789220189328374,3.4005830520675446e-24,UP Significant
ZDHHC3,1.071734922549489,3.4251711233482715e-24,UP Significant
EIF3B,1.2603997966099572,3.47843545756591e-24,UP Significant
CEP350,1.0900830623833413,3.534978400317796e-24,UP Significant
RAD50,1.0875839244234524,3.675176690187918e-24,UP Significant
CYB561A3,1.3888241680671651,3.7029533960891696e-24,UP Significant
SMG8,1.1911220245811525,3.7029533960891696e-24,UP Significant
RALBP1,1.118732432279351,3.7213795946576795e-24,UP Significant
SKP1,1.1995903012897484,3.79497277633576e-24,UP Significant
VBP1,1.4445378303612912,3.8355575651492076e-24,UP Significant
APOF,-4.118102618193518,3.905544195575588e-24,DOWN Significant
BCAP29,1.0600196217329065,3.94900558362289e-24,UP Significant
LIFR,-1.7318598722186227,4.0191836774403766e-24,DOWN Significant
SYNGR2,1.5509541789316375,4.1978421836489976e-24,UP Significant
UBE2V1,1.1088796815174629,4.270287018661043e-24,UP Significant
ATP6V1F,1.3603610090821823,4.602709972349424e-24,UP Significant
BCAT2,2.297103591301112,4.623156379649579e-24,UP Significant
E2F1,2.87736654999756,4.6495785999817045e-24,UP Significant
TCP1,1.3209033176533334,4.674915523011562e-24,UP Significant
EEF1E1,1.7883792527976796,4.735857416843885e-24,UP Significant
ATG13,1.190816621449069,5.10165470020282e-24,UP Significant
CHTOP,1.3161503874233298,5.343440684605438e-24,UP Significant
FAM99A,-2.2643222295866883,5.379039444468611e-24,DOWN Significant
ISG20L2,1.5827989845987411,5.614094887779163e-24,UP Significant
ARMC7,1.1313020465736998,5.833508021420408e-24,UP Significant
SLC35B1,1.1153070451525737,5.8674944947545214e-24,UP Significant
RNPEPL1,1.2003092416950318,5.882475695104209e-24,UP Significant
CCNA2,2.29950888528933,6.098209770401955e-24,UP Significant
RTF2,1.0031588202701132,6.146770034205225e-24,UP Significant
FEN1,2.12865628362065,6.274727254495615e-24,UP Significant
EOLA2,1.0548250769671572,6.477257218462347e-24,UP Significant
CENPL,1.515296027996226,6.591967286063939e-24,UP Significant
UBE2Q1,1.4611865199704792,6.896573763914513e-24,UP Significant
SHC1,1.5836902593324353,7.238069222518895e-24,UP Significant
B4GALT7,1.075820517801509,7.388088978635699e-24,UP Significant
CPSF6,1.5567557010450281,7.469102131659464e-24,UP Significant
FAM20B,1.365685294628646,7.578821814492103e-24,UP Significant
AURKA,2.294497763575431,7.822631393466219e-24,UP Significant
NOA1,1.1978758315505464,8.149444140158149e-24,UP Significant
PTGES2,1.1199885469834783,8.359099947755942e-24,UP Significant
RPL38,1.1102669485725976,8.780155046412818e-24,UP Significant
CUL2,1.0649952149894761,8.949634519038807e-24,UP Significant
HDGFL2,1.2919650726124097,9.316555228575094e-24,UP Significant
EFTUD2,1.5335099198078286,9.37653108093e-24,UP Significant
TCIM,-2.638639494568293,9.643920782375683e-24,DOWN Significant
SLC35F6,1.1132049282142988,9.814323347571617e-24,UP Significant
CTU1,1.0464123568461443,1.0051282042243878e-23,UP Significant
SMAP1,1.2088166195228096,1.0613933594594873e-23,UP Significant
SMG5,2.0141196084696795,1.075907096539966e-23,UP Significant
NUP85,1.2873827505325672,1.1373961295731834e-23,UP Significant
TAOK2,1.1505173535227895,1.157629599430668e-23,UP Significant
PSMG3,1.2068744237963145,1.1743985031090098e-23,UP Significant
KIFAP3,1.0497911011682381,1.1909986027151477e-23,UP Significant
TOMM40L,2.1047508029468833,1.1977546386305377e-23,UP Significant
ANGPTL6,-2.637847427021952,1.258824860109977e-23,DOWN Significant
IDNK,-1.2464674544015568,1.2628651850753041e-23,DOWN Significant
CRELD1,1.0234295408878338,1.2699477042743161e-23,UP Significant
NPY1R,-1.178330720822668,1.4550194196885158e-23,DOWN Significant
ALCAM,1.467837186970396,1.4592399878696505e-23,UP Significant
DDX49,1.2150444808985958,1.4600503586311133e-23,UP Significant
DPAGT1,1.2474141110968047,1.4692566372379768e-23,UP Significant
FOLH1B,-2.307021762710573,1.5083673816977097e-23,DOWN Significant
SNRPB,1.9615668724108763,1.5230990100453652e-23,UP Significant
CYP39A1,-3.092999049155675,1.6092962086745633e-23,DOWN Significant
NUSAP1,2.4777213228047534,1.6107479973236512e-23,UP Significant
TCHP,1.2679715196966717,1.665071970461867e-23,UP Significant
TRIM37,1.3325500270781936,1.6984169505205095e-23,UP Significant
MCRS1,1.481894931333409,1.7243165032404853e-23,UP Significant
FAM189B,1.9447551443209976,1.7335133494514044e-23,UP Significant
MTX1,1.2010486645217648,1.793563235508072e-23,UP Significant
SOX13,1.799045422067513,1.802701099222124e-23,UP Significant
GTPBP4,1.165595521969267,1.802701099222124e-23,UP Significant
NTAQ1,2.089395604257603,1.8241661504948294e-23,UP Significant
SNX11,1.1950003014236543,1.8487112160482302e-23,UP Significant
ITPK1,1.1403180755533104,1.8674476434052922e-23,UP Significant
PIAS3,1.5169048258950202,1.8912059107049727e-23,UP Significant
CBX8,1.4157955851924944,1.9364583130320087e-23,UP Significant
ARMC1,1.3582734133165455,2.009161052637812e-23,UP Significant
RUVBL2,1.100371429359865,2.0321165664279224e-23,UP Significant
NONO,1.4675692164531515,2.0936795460421404e-23,UP Significant
ARIH2,1.0130149742564156,2.0995092546065448e-23,UP Significant
U2AF2,1.2196709098167275,2.1638931431114672e-23,UP Significant
UTP14A,1.1016853532053872,2.1871648958358592e-23,UP Significant
CSRNP1,-1.4245457352223792,2.2316782568793252e-23,DOWN Significant
XYLT2,1.3379691964651004,2.235606544296019e-23,UP Significant
HMBS,1.0825289623729222,2.235606544296019e-23,UP Significant
NACC1,1.6089556975662447,2.3659460200848386e-23,UP Significant
CENPW,2.3558483158927706,2.3980079487331593e-23,UP Significant
RAD1,1.3586862938622994,2.4279167854113215e-23,UP Significant
RUSC1,1.919181440270212,2.434471715816578e-23,UP Significant
UBN1,1.1392419101083848,2.443984966290267e-23,UP Significant
HYOU1,1.5391724326088485,2.5063724905519176e-23,UP Significant
LINC02428,-2.6858879873207195,2.556309434639957e-23,DOWN Significant
CSNK1E,1.7458315394786381,2.6619989918770405e-23,UP Significant
PLAC8,-2.3609266740440065,2.817622042811596e-23,DOWN Significant
FARSA,1.1359635693015737,2.8939135543712403e-23,UP Significant
UBL4A,1.1596882002059892,2.947792725182798e-23,UP Significant
RAB35,1.1291821832655686,2.9478689749721585e-23,UP Significant
IQGAP3,1.7994015103223804,2.967687912207272e-23,UP Significant
MRGBP,1.3067257502772944,2.9906846793854227e-23,UP Significant
SNHG20,1.0403960651137056,3.082587394736065e-23,UP Significant
TNFRSF4,1.7320489154845529,3.1689339220007253e-23,UP Significant
VPS16,1.1810496773411638,3.3832914797423465e-23,UP Significant
TPP1,1.1853162786254972,3.472565158007064e-23,UP Significant
FAM120AOS,1.1095319961563694,3.535635271996885e-23,UP Significant
EIF2B1,1.1711946483857436,3.535740019257853e-23,UP Significant
RECQL,1.3211720639169602,3.552250583607408e-23,UP Significant
SRP9,1.1670852701803334,3.604154082334447e-23,UP Significant
RNF8,1.4195758775092688,3.610242134691324e-23,UP Significant
SEPTIN8,1.5708348216976327,3.694320120814196e-23,UP Significant
USP14,1.3455780169792688,3.8185300603339375e-23,UP Significant
DRG2,1.1359915150367597,4.068431002223931e-23,UP Significant
CACYBP,1.711233356500343,4.09744546236951e-23,UP Significant
PRC1,2.6667642979126978,4.349940989115556e-23,UP Significant
CCL15,1.5481354168970434,4.4345752454808413e-23,UP Significant
MPV17L2,1.0912342222053533,5.165850235743052e-23,UP Significant
TRAF2,1.3749030760615022,5.2120710037598026e-23,UP Significant
OXLD1,1.3373750753015226,5.271841359908876e-23,UP Significant
NOSIP,1.0888890703042522,5.456865166172932e-23,UP Significant
MARCHF6,1.039017300473553,5.797291226564092e-23,UP Significant
SLC30A6,1.136561015682368,5.80589722527802e-23,UP Significant
C8orf33,1.6871787254604533,5.830941932698234e-23,UP Significant
TPGS2,1.7841754454531005,5.84848192710896e-23,UP Significant
ZNF687,1.6054379978838638,5.870396040384305e-23,UP Significant
ZC3H3,1.4060787630093472,6.136294415395273e-23,UP Significant
RHOC,1.3068453093989536,6.289595146477856e-23,UP Significant
PRUNE1,1.523377892320247,6.463455856455804e-23,UP Significant
ERCC3,1.1149443020385124,6.668929197035448e-23,UP Significant
DCTN1,1.1943528418356726,6.670085132923725e-23,UP Significant
RPP21,1.0052435442709995,6.683336730688284e-23,UP Significant
NSUN5,1.382363035070055,6.744879845939016e-23,UP Significant
MACROH2A1,1.6068656578291733,7.05407072071271e-23,UP Significant
PCSK7,1.2556620069257147,7.319257996176782e-23,UP Significant
LEMD2,1.338458858214485,7.359304375521884e-23,UP Significant
TRMT6,1.3211396820519994,7.437100997510284e-23,UP Significant
RCAN1,-1.5106071379450903,7.437100997510284e-23,DOWN Significant
DDX27,1.1898707874310528,7.62522508681237e-23,UP Significant
CIDECP1,1.1175329193858867,7.692015635465283e-23,UP Significant
FAM219A,1.221470327046104,7.701734439528886e-23,UP Significant
DENND5A,1.1607323192525434,7.875827102764902e-23,UP Significant
YAE1,1.2555835853110757,8.341075004127295e-23,UP Significant
RNF213,1.3623184423831929,8.423092215332615e-23,UP Significant
RP11-676J12.7,-1.3430472667643232,8.753599512125075e-23,DOWN Significant
CIAPIN1,1.085753865855302,8.827904918535645e-23,UP Significant
ZNF282,1.2839053758100811,8.949001301931018e-23,UP Significant
BOP1,1.9139656885584522,8.962921514159007e-23,UP Significant
ISCA2,1.0964465665332428,9.319869179768891e-23,UP Significant
POLE3,1.1396494186123918,9.363769683111573e-23,UP Significant
CSTF2,1.0961731808442894,9.363769683111573e-23,UP Significant
LANCL1,1.5936537640938644,9.503231770864923e-23,UP Significant
DIPK2B,1.3120772517797237,1.0012569168169271e-22,UP Significant
STMN1,2.846891262153314,1.0434457838985855e-22,UP Significant
MBD1,1.1238428585919773,1.0460621845910709e-22,UP Significant
CAPNS1,1.183557878002845,1.0523744280085816e-22,UP Significant
SGTA,1.0068168511038929,1.063920111080322e-22,UP Significant
MED27,1.2660114696455564,1.0743205838869223e-22,UP Significant
DALRD3,1.1906791435270758,1.115492869358694e-22,UP Significant
PARP2,1.3199823134655984,1.1165830746823018e-22,UP Significant
TMEM14C,1.0350032437356704,1.1238691436978369e-22,UP Significant
TBL2,1.2471994237289419,1.2883761468789754e-22,UP Significant
XRCC1,1.3630433339952224,1.3435369623639244e-22,UP Significant
MIF4GD,1.3971920949029633,1.40670925148517e-22,UP Significant
H2AZ2,1.366473710848144,1.406972934865805e-22,UP Significant
MLST8,1.0736852690455354,1.4110194147479909e-22,UP Significant
NCKAP1,1.2461747293317993,1.4547336029701156e-22,UP Significant
ADIPOR1,1.1351293166758616,1.4547336029701156e-22,UP Significant
NEU1,1.4988370640334838,1.4641444456114582e-22,UP Significant
SUB1,1.354988253949978,1.4666670936313831e-22,UP Significant
THUMPD3,1.043000142108304,1.4855653920146887e-22,UP Significant
SUCO,1.7122861055469225,1.497378914063012e-22,UP Significant
KHDC4,1.607350666130174,1.5145427446318982e-22,UP Significant
PDCD2L,1.3944566150091782,1.5392462171745276e-22,UP Significant
PPP1R37,1.3031291207843418,1.6159805410029234e-22,UP Significant
SPATS2,1.824619118061525,1.6239909020714165e-22,UP Significant
PWP1,1.138802051572826,1.629865077849081e-22,UP Significant
NUDT3,1.2307587605450687,1.6738372251952033e-22,UP Significant
RACGAP1,2.144629047773944,1.7048422593179366e-22,UP Significant
MED24,1.5043807401118166,1.7749038857626503e-22,UP Significant
TIMM17B,1.0860680301592263,1.7749038857626503e-22,UP Significant
ATG12,1.0110941068747854,1.7780522660937565e-22,UP Significant
CDC27,1.2308045863911152,1.81882387872222e-22,UP Significant
STXBP6,2.061126712249762,1.858017152107482e-22,UP Significant
IRGQ,1.2376067065455467,1.8898862266019783e-22,UP Significant
ANKRD52,1.6288848873342883,1.8999754631804146e-22,UP Significant
ZWINT,2.5300816669977397,1.933670131191203e-22,UP Significant
XPOT,1.342905040913037,1.9710926356681863e-22,UP Significant
DDX23,1.1281874437196269,2.002854501485994e-22,UP Significant
AP2A1,1.2052067620702829,2.040073687160546e-22,UP Significant
WASHC5,1.4805997524633088,2.0403920905847179e-22,UP Significant
SLC38A9,1.3186203615229264,2.056447820256004e-22,UP Significant
FKBP8,1.1215229996785325,2.2423502663978325e-22,UP Significant
PPHLN1,1.2186499771097314,2.307230302273725e-22,UP Significant
TOP2A,3.1736279522197184,2.391193194148376e-22,UP Significant
TMEM106B,1.0211322793836421,2.4089780295149506e-22,UP Significant
TUBA1C,1.831856029116083,2.4844104030609117e-22,UP Significant
FIBP,1.2999634232434274,2.4844104030609117e-22,UP Significant
PRELID1,1.014801821550047,2.5194657818060913e-22,UP Significant
GNPAT,1.5982065470591906,2.5622472211368446e-22,UP Significant
WSB2,1.4910480884144413,2.589421671351032e-22,UP Significant
NIF3L1,1.1470194531474007,2.643629499903576e-22,UP Significant
TIMM50,1.0595996871160382,2.6763944561754207e-22,UP Significant
PSMD14,1.321252379758623,2.836987867490039e-22,UP Significant
BTN2A2,1.2395136821481798,2.938924568530445e-22,UP Significant
USP5,1.35698056514414,2.9606346341996357e-22,UP Significant
AKIP1,1.350044987767736,2.9618851904251577e-22,UP Significant
STT3A,1.4835387640705529,3.0537290726827686e-22,UP Significant
AATF,1.237741851136673,3.087795109840651e-22,UP Significant
CARM1,1.3457336749318136,3.1931377732949473e-22,UP Significant
ZNF740,1.4484009452855566,3.312213461695644e-22,UP Significant
KRTCAP2,1.5662109353053904,3.321638843654411e-22,UP Significant
GMNN,2.610568958504795,3.334070997108268e-22,UP Significant
DROSHA,1.3110382730678438,3.3434153204826514e-22,UP Significant
PRPF6,1.1946199267538757,3.3923757188232236e-22,UP Significant
PIP4K2C,1.032246904692295,3.5239360258795885e-22,UP Significant
CAPRIN1,1.3818290073761617,3.831684376206146e-22,UP Significant
HGS,1.3800935446054603,3.9292356365763614e-22,UP Significant
MAPKAPK2,1.2336276538462547,4.159751731450352e-22,UP Significant
TDP2,1.057544024929931,4.290739042791663e-22,UP Significant
DPH3,1.1717935413922498,4.385510306947731e-22,UP Significant
TRIM11,1.6108608499763055,4.419105951948462e-22,UP Significant
SPRTN,1.0756677086732962,4.419105951948462e-22,UP Significant
C7orf50,1.310289302088992,4.4560704566737135e-22,UP Significant
TRMT12,1.1211447747343133,4.533319468144683e-22,UP Significant
CENPQ,1.4702234439006623,4.835981082539164e-22,UP Significant
ZFYVE26,1.1151199851703995,5.069756646232161e-22,UP Significant
HEATR1,1.4241510079544484,5.183124052042077e-22,UP Significant
ARHGEF11,1.7383050744682909,5.373644472753979e-22,UP Significant
EXOC2,1.0912252646595693,5.386908030209964e-22,UP Significant
SMARCE1,1.411894262529716,5.421202094551084e-22,UP Significant
TCOF1,1.4191249282980078,5.54984648788568e-22,UP Significant
TFE3,1.0052330240500726,5.758358077827316e-22,UP Significant
MFSD2A,-4.040126223971807,5.90285993565527e-22,DOWN Significant
RUFY1,1.0626333556308607,5.90285993565527e-22,UP Significant
CDK1,2.9539524748197032,5.953334873982837e-22,UP Significant
ACBD3,1.2690582098685708,5.954589294782351e-22,UP Significant
